epoch,k2_recon,k2_kl,k4_recon,k4_kl,k8_recon,k8_kl,k16_recon,k16_kl,k32_recon,k32_kl
0,145.83049869537354,1.1520684510469437,154.38547039031982,0.28475619782693684,150.37653255462646,1.1877023493871093,153.94953441619873,0.6511493967846036,153.83740425109863,0.8895676024258137
1,69.47703170776367,11.82742166519165,80.13423919677734,6.418726146221161,76.34004306793213,13.613883554935455,84.71450233459473,9.013819575309753,82.77939987182617,11.728373885154724
2,57.502346992492676,9.2424675822258,58.93426847457886,10.698465406894684,61.33337879180908,7.043419271707535,62.53711128234863,6.491300821304321,63.71533203125,4.905544728040695
3,58.48685598373413,3.067692816257477,57.97979021072388,4.05666109919548,58.827454566955566,3.4515629708766937,58.40316152572632,2.804572731256485,57.20104265213013,3.914821743965149
4,55.17556190490723,3.5213473439216614,56.84676551818848,2.7184285819530487,55.275856494903564,3.9762037992477417,55.569857120513916,2.812193602323532,56.04081201553345,2.432479292154312
5,54.0263352394104,3.6949733793735504,54.97176265716553,3.3659540712833405,55.06420040130615,2.573695182800293,55.10828113555908,1.8108659982681274,55.141072273254395,2.0038648694753647
6,54.06549644470215,2.888218015432358,54.34345293045044,3.078830361366272,54.44459295272827,2.535808563232422,54.203731536865234,1.848780170083046,54.550150871276855,1.9172197133302689
7,53.19420051574707,2.9732229113578796,54.03533887863159,2.720592111349106,53.413498401641846,2.522801011800766,53.95682239532471,1.6285486966371536,54.26393365859985,1.735004022717476
8,53.12052059173584,2.6221206188201904,53.45413541793823,2.8080420196056366,52.88428020477295,2.2488935589790344,53.344255447387695,1.7824764251708984,53.56141471862793,1.7121611088514328
9,52.51937818527222,2.5565631091594696,52.78822946548462,2.7287769317626953,51.827603340148926,2.5528789460659027,52.866214752197266,1.708188071846962,53.15990972518921,1.5587593913078308
10,52.42073965072632,2.495645523071289,51.75922203063965,2.81899631023407,50.56555986404419,2.7478857934474945,51.53537702560425,2.124633327126503,52.90669775009155,1.675803154706955
11,51.52585458755493,2.620137870311737,50.72742938995361,2.8200532495975494,48.676467418670654,3.254356622695923,50.2557168006897,2.4202848076820374,52.230345249176025,1.8431089967489243
12,50.555458068847656,2.682570457458496,48.904322147369385,3.377402752637863,47.25998544692993,3.455107241868973,48.56532096862793,2.860430210828781,51.3106632232666,2.0461936742067337
13,49.402554988861084,2.8673059344291687,47.246628284454346,3.714913785457611,45.510329723358154,3.7473208010196686,47.35139799118042,3.319766402244568,50.55402374267578,2.206368088722229
14,48.65423250198364,3.095169723033905,46.285422801971436,4.030974209308624,43.993985176086426,4.195028722286224,46.361802101135254,3.4238938689231873,49.68447923660278,2.532449096441269
15,48.04973125457764,3.1350704431533813,45.38816022872925,4.054876685142517,42.5353569984436,4.696730673313141,45.511991024017334,3.556262791156769,48.82775020599365,2.684514105319977
16,47.56309270858765,3.1071386337280273,44.86095190048218,3.9995240569114685,40.80908918380737,5.181889116764069,44.243112564086914,3.983441174030304,47.942753314971924,2.8821326196193695
17,47.17381143569946,3.0538337528705597,44.15699338912964,4.057844787836075,39.93984127044678,5.236508011817932,42.82000255584717,4.45808732509613,46.97478485107422,3.212671935558319
18,46.80768966674805,3.055710047483444,43.240318775177,4.082155883312225,39.282289028167725,5.354952931404114,42.081350326538086,4.594728708267212,45.496410846710205,3.4990320205688477
19,46.29651927947998,3.198552668094635,42.268155574798584,4.38265585899353,38.50432062149048,5.431664347648621,41.075222969055176,4.940170764923096,44.701178550720215,3.9425156116485596
20,46.111578941345215,3.0734773576259613,41.10297393798828,4.603047788143158,38.11787939071655,5.543124735355377,40.38391971588135,5.0427356362342834,43.75411081314087,4.174932241439819
21,45.540316104888916,3.1007412672042847,39.98570966720581,4.942214548587799,37.48923206329346,5.626318871974945,39.99549055099487,5.253825008869171,42.54138946533203,4.584761023521423
22,45.51083564758301,2.952584683895111,39.2331428527832,5.1065354347229,37.02541780471802,5.601960241794586,39.2705864906311,5.3986716866493225,41.527616024017334,4.878791093826294
23,45.003711223602295,3.1462805569171906,38.77161502838135,5.061768352985382,36.23620939254761,5.83143025636673,38.756824016571045,5.471533536911011,41.198378562927246,4.829014182090759
24,44.8533148765564,3.0753935873508453,38.245934009552,5.086026310920715,35.86011075973511,5.946753799915314,38.4483003616333,5.481511473655701,40.5451340675354,5.1566824316978455
25,44.58086442947388,3.143457740545273,37.78546094894409,5.120823562145233,35.19726371765137,6.060455322265625,37.73122453689575,5.779627025127411,39.90578651428223,5.315441071987152
26,44.34870767593384,3.1125278174877167,37.605759143829346,5.031187415122986,34.48560190200806,6.313748836517334,37.415669441223145,5.755114197731018,39.28740406036377,5.501272559165955
27,44.15571975708008,3.077287495136261,37.14702320098877,5.298929870128632,34.19264364242554,6.472769498825073,36.91527700424194,5.890067279338837,38.88940906524658,5.635455250740051
28,44.00883722305298,3.016418308019638,36.81148719787598,5.309003174304962,33.43550109863281,6.720089495182037,36.120142459869385,6.318758010864258,38.23215579986572,5.889686107635498
29,43.91618871688843,3.011367678642273,36.54084396362305,5.278386890888214,33.09028601646423,6.6220362186431885,36.13085985183716,6.213254451751709,37.87482404708862,5.818891882896423
30,43.622987270355225,3.0801550149917603,36.23376226425171,5.244941830635071,32.70255970954895,6.637969255447388,35.36311626434326,6.608674585819244,37.66654634475708,5.8202263712883
31,43.363919734954834,3.0752928256988525,36.136497020721436,5.206746578216553,32.35751414299011,6.7954021692276,34.850754737854004,6.66682642698288,37.52474927902222,5.79045844078064
32,43.23439836502075,3.0337384939193726,35.69325017929077,5.30014443397522,32.05248546600342,6.961322784423828,34.462719440460205,6.6617977023124695,37.13129234313965,6.065633118152618
33,43.14818334579468,2.992194950580597,35.65910339355469,5.324909090995789,31.537384748458862,7.143454432487488,33.94564723968506,6.944550931453705,36.75055170059204,6.244416177272797
34,42.701600551605225,3.0764814913272858,35.18959283828735,5.406605362892151,31.434588193893433,7.062254726886749,33.70911645889282,6.956363201141357,36.366106033325195,6.27986466884613
35,42.71051740646362,2.9717279970645905,35.185447692871094,5.334051251411438,30.910984992980957,7.268973350524902,33.048863887786865,7.070072710514069,36.202115058898926,6.318083763122559
36,42.619924545288086,3.0703479647636414,35.041515827178955,5.363285183906555,30.887574195861816,7.135449290275574,33.21837520599365,7.088504433631897,35.83593988418579,6.446117639541626
37,42.379334926605225,3.0186000168323517,34.85814094543457,5.357121288776398,30.60901951789856,7.128491580486298,32.6730432510376,7.250433444976807,35.473472595214844,6.690723657608032
38,42.44497299194336,2.9789225459098816,34.59908866882324,5.4831143617630005,30.21922516822815,7.49948787689209,32.23801946640015,7.301780045032501,35.074363231658936,6.803379595279694
39,42.10888433456421,3.056930899620056,34.465434074401855,5.464914619922638,29.908148050308228,7.426901638507843,32.223345041275024,7.319634020328522,34.79604434967041,6.88638710975647
40,42.02808380126953,3.049696922302246,34.31799840927124,5.3896350264549255,30.081128358840942,7.250254571437836,31.682386875152588,7.558902382850647,34.416210651397705,7.031217396259308
41,41.90722370147705,3.0305168628692627,34.30875873565674,5.416416108608246,29.549256086349487,7.582945823669434,31.410097122192383,7.4454174637794495,33.94941711425781,7.1798489689826965
42,41.647358894348145,3.128865748643875,34.17974400520325,5.487378180027008,29.41932725906372,7.696402847766876,31.225581169128418,7.566493451595306,33.98212003707886,7.2535330057144165
43,41.55642890930176,3.008306920528412,34.054757595062256,5.469384789466858,29.3073570728302,7.5891223549842834,31.2262921333313,7.688667178153992,33.33273887634277,7.54251104593277
44,41.474499225616455,3.0464318692684174,33.808587074279785,5.538112044334412,29.10089635848999,7.611466228961945,30.837697505950928,7.88703066110611,33.07661247253418,7.399892032146454
45,41.34838104248047,3.0586928129196167,33.69599437713623,5.584984719753265,28.7857928276062,7.844619333744049,30.512727737426758,7.954751074314117,32.80621671676636,7.419448912143707
46,41.25144672393799,3.074869990348816,33.64642524719238,5.4954299330711365,28.580389499664307,7.841401815414429,30.306417226791382,7.964719772338867,32.67761707305908,7.696493685245514
47,41.177982330322266,3.106720805168152,33.50890493392944,5.498810112476349,28.562148332595825,7.738811552524567,30.057840585708618,7.906658351421356,32.19656848907471,7.843459665775299
48,41.153441429138184,3.070094645023346,33.333919048309326,5.552617192268372,28.446162700653076,7.841221034526825,29.867888689041138,8.141883313655853,32.20901703834534,7.783150792121887
49,40.9662561416626,3.135069787502289,33.258678674697876,5.589463829994202,28.316574096679688,7.869381904602051,29.633391857147217,8.21470457315445,31.735026836395264,7.965135991573334
50,40.84299898147583,3.103689283132553,33.08047437667847,5.654990196228027,27.912924766540527,8.066046714782715,29.613213062286377,8.057014524936676,31.660249948501587,7.9941927790641785
51,40.81104230880737,3.0561336874961853,33.244407176971436,5.558083891868591,27.862386465072632,7.841530382633209,29.42176914215088,8.26435112953186,31.317969799041748,8.021528422832489
52,40.71238946914673,3.0919252932071686,32.97525501251221,5.537953555583954,27.93195652961731,7.7496537566185,29.059431314468384,8.405521631240845,31.19702172279358,8.026593565940857
53,40.756165504455566,3.0786158442497253,32.98199510574341,5.622808039188385,27.489347219467163,8.02555525302887,28.895352363586426,8.319087862968445,30.810055017471313,8.364944696426392
54,40.588704109191895,3.149682343006134,32.74499750137329,5.6175554394721985,27.55874514579773,8.110234260559082,28.706653118133545,8.479302287101746,30.665497064590454,8.471261262893677
55,40.4783821105957,3.1989655196666718,32.767094373703,5.486509621143341,27.324244499206543,8.071586847305298,28.473440885543823,8.460865020751953,30.57755446434021,8.315731167793274
56,40.460710525512695,3.1131711900234222,32.65769004821777,5.593091309070587,27.311233282089233,8.039503455162048,28.20250678062439,8.538843512535095,30.255723476409912,8.49469256401062
57,40.26475238800049,3.1958789825439453,32.43235421180725,5.688750743865967,27.2298583984375,8.112511157989502,28.097172021865845,8.689372301101685,30.348238945007324,8.486776888370514
58,40.36715030670166,3.1416294872760773,32.72703003883362,5.599382698535919,27.050633668899536,8.321366429328918,27.656586408615112,8.828299045562744,30.022234439849854,8.41348683834076
59,40.24142837524414,3.2147397696971893,32.43658256530762,5.6779369711875916,27.04766082763672,8.21357148885727,27.852781772613525,8.65774929523468,29.78312110900879,8.66590166091919
60,40.16835403442383,3.2017898559570312,32.32261300086975,5.664071798324585,26.96205496788025,8.177572786808014,27.415342807769775,8.923135757446289,29.758399963378906,8.666893720626831
61,40.00206756591797,3.2085072696208954,32.34797143936157,5.622876942157745,26.788432598114014,8.310230493545532,27.312058925628662,8.854005694389343,29.464109659194946,8.824028134346008
62,40.01179790496826,3.197597414255142,32.19244599342346,5.703273057937622,26.679714918136597,8.346707224845886,27.288605451583862,8.98545241355896,29.549384355545044,8.910096049308777
63,39.89091444015503,3.291603744029999,31.9317409992218,5.804044783115387,26.678390502929688,8.236016869544983,26.877243280410767,9.11890971660614,29.215187311172485,8.892697811126709
64,39.805572509765625,3.2849614024162292,32.12028193473816,5.6574366092681885,26.310043811798096,8.460412979125977,27.265092849731445,8.949826121330261,29.178595781326294,8.86212968826294
65,39.95664691925049,3.181799679994583,32.03144574165344,5.677441656589508,26.090296268463135,8.425832271575928,26.513967514038086,9.30442762374878,28.734471321105957,8.976818919181824
66,39.756237506866455,3.290128529071808,31.854286193847656,5.816053926944733,26.542096614837646,8.12542200088501,26.62524700164795,9.16544485092163,28.631516218185425,8.84028959274292
67,39.64232397079468,3.327133983373642,31.866979360580444,5.774841129779816,26.095489263534546,8.432416558265686,26.29509401321411,9.220412492752075,28.686949968338013,9.013347864151001
68,39.778931617736816,3.2581456005573273,31.878443479537964,5.725765287876129,26.156256914138794,8.349374890327454,26.323145389556885,9.121493577957153,28.35845160484314,9.28507387638092
69,39.614707469940186,3.3475480377674103,31.704211711883545,5.8079715967178345,25.926907777786255,8.491699576377869,26.129332542419434,9.33078396320343,28.590527296066284,9.0793958902359
70,39.42424440383911,3.3471736907958984,31.721871852874756,5.7648738622665405,25.95366072654724,8.392937541007996,26.102362632751465,9.353692173957825,28.085520029067993,9.231811285018921
71,39.52016019821167,3.273767650127411,31.529667615890503,5.806580543518066,25.87123441696167,8.449327230453491,25.88705563545227,9.354029178619385,27.96008610725403,9.25240409374237
72,39.43965530395508,3.3493074476718903,31.599140882492065,5.712958037853241,25.77059268951416,8.572755455970764,25.624229192733765,9.456128001213074,27.781594276428223,9.305816531181335
73,39.34949445724487,3.3936173617839813,31.501889944076538,5.765646278858185,25.595572233200073,8.544697046279907,25.778014183044434,9.221511006355286,27.864659070968628,9.340267658233643
74,39.314738750457764,3.3599756062030792,31.31716513633728,5.859941005706787,25.69759774208069,8.493791103363037,25.57429575920105,9.283286929130554,27.587992429733276,9.219998002052307
75,39.208576679229736,3.3623208701610565,31.554394960403442,5.669843792915344,25.610267400741577,8.541446328163147,25.31412410736084,9.413321018218994,27.54228973388672,9.323192596435547
76,39.231056213378906,3.3526201248168945,31.499922275543213,5.759782910346985,25.317256212234497,8.704192519187927,25.435938835144043,9.580538034439087,27.500361442565918,9.456543326377869
77,39.25091505050659,3.311969518661499,31.240183115005493,5.95968770980835,25.257675886154175,8.583820104598999,25.052639484405518,9.903198599815369,27.192150115966797,9.639940619468689
