idx,label,parity,t00_c0,t00_c2,t00_c4,t00_c6,t00_c8,t01_c0,t01_c2,t01_c4,t01_c6,t01_c8,t02_c0,t02_c2,t02_c4,t02_c6,t02_c8,t03_c0,t03_c2,t03_c4,t03_c6,t03_c8,t04_c0,t04_c2,t04_c4,t04_c6,t04_c8,t05_c0,t05_c2,t05_c4,t05_c6,t05_c8,t06_c0,t06_c2,t06_c4,t06_c6,t06_c8,t07_c0,t07_c2,t07_c4,t07_c6,t07_c8,t08_c0,t08_c2,t08_c4,t08_c6,t08_c8,t09_c0,t09_c2,t09_c4,t09_c6,t09_c8,t10_c0,t10_c2,t10_c4,t10_c6,t10_c8,t11_c0,t11_c2,t11_c4,t11_c6,t11_c8,t12_c0,t12_c2,t12_c4,t12_c6,t12_c8,t13_c0,t13_c2,t13_c4,t13_c6,t13_c8,t14_c0,t14_c2,t14_c4,t14_c6,t14_c8,t15_c0,t15_c2,t15_c4,t15_c6,t15_c8,t16_c0,t16_c2,t16_c4,t16_c6,t16_c8,t17_c0,t17_c2,t17_c4,t17_c6,t17_c8,t18_c0,t18_c2,t18_c4,t18_c6,t18_c8,t19_c0,t19_c2,t19_c4,t19_c6,t19_c8
0,1,odd,0.004665145,0.39583638,0.12144108,0.015299392,0.46275806,0.0011081804,0.91792005,0.020104574,0.0004493028,0.06041793,6.949638e-05,0.9497427,0.0011809615,0.00094757124,0.048059247,0.0028044162,0.9001767,0.037752125,0.009941913,0.049324837,0.0004841872,0.81250405,0.0076193945,0.00045092104,0.17894141,0.0023128185,0.6563446,0.019228525,0.0023849225,0.31972915,0.0012882666,0.8186234,0.016395226,0.0016473961,0.16204578,0.0028671236,0.6010829,0.028157827,0.0022370147,0.36565512,0.0007426501,0.8270546,0.03629831,0.0026335376,0.13327087,0.001958111,0.79676014,0.0785681,0.0010146752,0.12169896,0.0014355076,0.7410634,0.18565112,0.003752306,0.06809762,0.002654592,0.42166862,0.27724513,0.0020188668,0.29641286,0.0010676249,0.5560484,0.010087785,0.0017111568,0.43108508,0.002138562,0.8738494,0.007818357,0.0024466317,0.11374706,0.0019326743,0.76652396,0.020167103,0.0018718097,0.20950435,0.0035762708,0.81412506,0.05254681,0.019327227,0.110424705,0.0006606338,0.68967956,0.013285417,0.0048600645,0.29151437,0.0032032712,0.63091433,0.046166934,0.0016084609,0.318107,0.00025218376,0.92224807,0.0049731745,0.0001985317,0.07232804,0.0019804924,0.866948,0.030472921,0.0017868784,0.0988117
1,9,odd,3.2822492e-05,8.5182364e-08,0.9999671,3.6058232e-08,2.1215781e-08,0.00052297575,2.2264464e-06,0.9994742,2.8905833e-09,6.2401364e-07,6.369859e-06,1.4748863e-06,0.9999912,3.8195975e-07,5.7139323e-07,6.5151406e-05,5.967651e-07,0.99993336,9.205918e-08,7.1088084e-07,0.0002866104,2.2105414e-06,0.99969876,1.9034255e-07,1.21719e-05,0.0064973715,1.4338399e-05,0.99275404,2.7294354e-05,0.0007069298,1.2003542e-05,2.0627658e-06,0.99998593,5.4996354e-09,2.9008488e-08,0.00044447742,3.7960106e-06,0.9994241,3.8654944e-06,0.00012374143,0.008151741,4.965218e-07,0.9918451,1.2478201e-06,1.397147e-06,4.647426e-05,4.133701e-08,0.9999534,1.0043066e-09,1.01267716e-07,0.00013354183,1.7936226e-07,0.99986553,4.9946184e-08,7.504824e-07,7.468513e-06,4.7048746e-07,0.999992,3.133487e-08,2.3654426e-08,0.00052440434,8.8275516e-07,0.99947375,2.2899448e-07,7.055108e-07,1.3008764e-05,4.1218094e-08,0.9999869,7.110569e-08,2.1441577e-08,2.255257e-05,1.3435385e-06,0.9999702,4.686915e-06,1.353451e-06,0.0031947603,7.6245055e-06,0.9967925,4.5529845e-07,4.5769393e-06,3.5335281e-06,1.1337702e-06,0.9999832,1.1192355e-05,1.0125649e-06,6.6496796e-06,3.022381e-08,0.99999285,3.8659812e-07,1.0746361e-07,0.00015474469,1.3524619e-06,0.9998437,1.2180303e-08,1.5953133e-07,0.00025310094,1.7101907e-07,0.9997452,3.0229427e-07,1.2009281e-06
2,2,even,3.6442924e-17,1.0,7.328327e-18,1.24515986e-17,1.5221788e-12,1.0112118e-13,1.0,1.8226679e-12,2.6319395e-13,1.1404218e-13,2.3806931e-10,0.9999995,1.3288155e-11,1.133854e-09,4.4581148e-07,9.735071e-13,1.0,1.2422121e-12,1.0309143e-13,5.925e-11,4.4725157e-12,1.0,1.2034045e-10,6.192616e-13,1.5916907e-10,5.961313e-13,1.0,7.461056e-15,1.6729712e-14,2.6820295e-12,4.733068e-14,1.0,2.331539e-12,2.0695323e-13,3.8567634e-12,7.192099e-10,1.0,6.982212e-10,1.5168129e-10,1.0063287e-09,8.483718e-12,1.0,1.2549965e-11,2.5396191e-12,1.6252213e-10,3.8440488e-13,1.0,1.2485401e-12,3.1096764e-13,1.9192486e-11,9.249098e-14,1.0,1.7880103e-13,9.371471e-13,3.340134e-11,1.604459e-13,0.99999964,2.214444e-12,1.3118018e-12,3.3276953e-07,8.804915e-11,0.9999999,1.0399337e-09,3.3781207e-11,6.679491e-08,1.7140147e-13,1.0,6.680631e-14,5.8286806e-15,1.8192984e-09,3.5599633e-12,1.0,8.940363e-12,1.7257991e-12,7.3455317e-09,1.740359e-13,1.0,3.7100124e-15,7.9844815e-14,8.656178e-12,6.079026e-14,1.0,2.6415036e-14,1.3491365e-16,2.3974657e-12,6.3411383e-09,0.99999976,1.8702122e-09,1.224806e-09,2.5564503e-07,3.3662273e-10,0.9999993,1.2293887e-12,1.10755944e-11,6.726578e-07,3.229501e-10,1.0,3.0172028e-11,8.3338997e-10,9.238361e-10
3,8,even,0.026374701,0.00011076627,0.00014046223,0.0015008982,0.9718732,0.15324737,0.0011130063,0.00093238486,0.0028908872,0.8418163,0.0003483686,3.8780046e-05,4.813323e-06,0.00027209386,0.99933594,0.050084822,0.00055303285,0.0015204056,0.0113747595,0.936467,0.007991446,0.00046681642,0.000118139425,0.011123629,0.98029995,0.03547958,0.0032821333,0.00055430713,0.0058214446,0.9548626,0.036878955,0.0022429728,0.00014108648,0.03282347,0.9279135,0.6100234,0.00016051737,0.0017145823,0.040235776,0.3478658,0.0013363463,6.1335624e-05,3.3406806e-05,0.00020368685,0.9983652,0.004761371,0.0009011708,0.00017505106,0.0041196095,0.9900428,0.0029951793,3.7156267e-05,1.2385109e-05,0.0016389018,0.9953164,0.010964535,1.8967597e-05,0.00013185725,0.0005223126,0.9883624,0.19379452,0.00084389263,6.046488e-05,0.00572309,0.799578,0.011076836,0.00025835139,0.00015351092,0.004502494,0.9840088,0.08995594,0.00018575968,0.00011319127,0.014647565,0.89509755,0.04931694,0.0033940678,0.00010146555,0.0004372223,0.9467503,0.00047495673,2.0836711e-05,1.0921916e-06,0.0001330697,0.99937004,0.0066535063,0.00054325286,6.300109e-05,0.002871824,0.9898684,0.018123396,0.00011768168,0.0001946023,0.00016687033,0.9813975,0.028394861,0.007092926,9.960154e-06,0.009847558,0.9546547
4,9,odd,6.845668e-05,4.692894e-05,0.9998809,1.1143024e-06,2.6817233e-06,5.3555344e-05,6.892793e-05,0.99986935,1.5279386e-06,6.5096583e-06,1.7991946e-05,4.647535e-06,0.99997556,1.2458373e-06,5.5670074e-07,7.1635027e-06,3.917202e-06,0.99998605,2.5299753e-06,2.998347e-07,3.5922287e-05,4.6557656e-07,0.9999496,1.3073311e-05,9.2712355e-07,1.866074e-06,1.2844824e-06,0.99999654,3.1177567e-08,3.5910645e-07,8.1039085e-05,8.679288e-05,0.9998141,1.542585e-05,2.7016222e-06,2.92977e-05,1.5432826e-05,0.9999542,3.6931162e-08,1.1255712e-06,1.5079677e-05,0.0005321298,0.9994411,4.4037824e-07,1.11630125e-05,2.375926e-06,3.2615117e-05,0.9999633,1.1656565e-06,4.5583985e-07,4.2793832e-05,5.4842407e-05,0.9998872,2.159031e-06,1.3045258e-05,6.861214e-05,0.00047499395,0.99942017,4.9790183e-06,3.1269905e-05,5.085947e-05,9.190518e-05,0.9998559,7.8391673e-07,4.7162007e-07,0.00020336857,3.3898545e-05,0.9997441,6.832016e-06,1.1826447e-05,7.6162054e-05,0.001018713,0.99880743,4.378909e-06,9.339761e-05,6.249709e-05,0.00029998404,0.9996346,7.364427e-07,2.150819e-06,0.0019929088,0.0003003805,0.99735487,0.00014756601,0.00020431727,9.73075e-07,5.377444e-07,0.9999982,7.4215802e-09,2.4093976e-07,2.6534446e-05,5.085708e-05,0.99988997,2.4413479e-05,8.223721e-06,3.5996607e-06,7.46616e-07,0.9999951,7.999497e-08,4.194484e-07
5,0,even,1.0,1.8185174e-13,2.3460066e-15,1.06135684e-10,8.778438e-15,1.0,2.1227425e-14,1.0283585e-11,4.6568505e-08,1.9846395e-13,0.9999987,1.5678742e-08,1.0317224e-11,1.3372121e-06,5.8577093e-10,1.0,2.4657384e-10,6.04806e-12,1.5992116e-08,1.38403455e-11,1.0,4.140032e-12,9.449155e-16,6.6363685e-11,4.504755e-17,1.0,4.3019483e-08,2.4390562e-11,2.4461837e-08,5.65823e-10,1.0,3.440316e-11,1.7379418e-12,4.5693053e-08,3.8597972e-11,0.9999999,3.5412295e-09,1.3217642e-10,7.172407e-08,1.5540866e-10,0.99999964,4.0755794e-09,2.1752969e-13,3.7656088e-07,3.1238987e-11,1.0,1.1037174e-12,4.2153778e-16,7.1281093e-12,2.0624609e-15,1.0,9.365336e-14,2.1670843e-14,1.878865e-09,3.2415855e-17,0.99999714,1.1263777e-06,5.183823e-08,1.1513966e-06,6.2861545e-07,1.0,5.9963796e-13,4.9632597e-14,6.0413563e-10,2.2927719e-15,1.0,1.3530813e-13,1.1136715e-15,4.4414306e-11,4.497507e-14,1.0,9.185005e-13,2.487454e-13,2.126534e-08,3.1752942e-13,0.9999995,2.9530338e-09,6.009882e-11,4.2491985e-07,1.6117181e-10,1.0,6.5923544e-10,5.45467e-15,1.07838645e-08,5.697261e-13,1.0,1.7063631e-12,1.2442537e-16,8.1083024e-10,5.0251157e-15,1.0,2.4304996e-13,4.887462e-16,8.672787e-12,6.8238346e-15,1.0,7.9410606e-14,1.1955388e-14,7.918264e-11,1.9399284e-15
6,0,even,1.0,6.8598427e-10,5.5525284e-13,2.094314e-10,1.0961151e-11,1.0,3.125895e-08,1.4994353e-11,1.5889189e-09,8.537576e-09,1.0,9.734464e-12,3.1016778e-14,3.2684744e-13,3.2141333e-13,1.0,6.3701455e-10,1.05530844e-11,3.619815e-11,6.1245137e-12,1.0,1.3896735e-08,2.0456577e-11,1.1315293e-10,1.2353613e-10,1.0,2.7005542e-09,1.6974995e-10,1.6214943e-09,1.5907618e-10,0.9999976,2.4247888e-06,5.0360355e-10,4.5760076e-09,1.1407849e-09,1.0,6.1631944e-09,3.7793275e-11,3.9146215e-09,3.749418e-10,0.9999999,4.717876e-08,1.5636673e-09,1.3888977e-07,2.8529517e-09,1.0,5.5277023e-11,5.6637954e-12,5.0732094e-08,6.377132e-11,1.0,2.5488903e-10,1.826128e-11,9.151627e-12,3.2266655e-12,1.0,5.3683147e-10,6.581485e-11,4.678886e-08,6.510604e-11,1.0,3.2575976e-08,2.0343118e-11,5.0281926e-08,3.53459e-09,1.0,4.4275822e-08,2.6590978e-12,3.5900716e-10,6.383716e-11,1.0,9.422418e-11,7.356105e-12,2.6446548e-10,1.8248942e-12,0.99999964,7.034224e-09,2.520571e-12,3.622048e-07,4.562243e-11,1.0,1.5593779e-10,1.7203967e-11,2.2690545e-10,5.7548123e-11,0.99999964,8.192893e-08,1.5703574e-11,2.1447342e-07,8.6006455e-09,1.0,6.2167443e-10,8.6841715e-13,3.3642655e-10,1.6455578e-11,1.0,4.2300133e-08,1.5316726e-09,5.614403e-09,2.3894925e-10
7,1,odd,0.0003345496,0.79378736,0.00016207411,0.0001601037,0.20555598,0.0014363963,0.6279224,0.00048401247,0.00025566985,0.36990145,0.0024975862,0.13530706,0.0016077551,0.0036875287,0.8569001,0.0071612657,0.7303018,0.021766761,0.001601391,0.23916878,0.0032619676,0.26356938,0.020601068,0.001950002,0.71061754,0.0007776819,0.7735848,0.0008502339,0.0006128609,0.22417435,0.00227107,0.78204006,0.0005942622,0.0017499183,0.21334466,0.005527457,0.78288215,0.0023100672,0.0011309321,0.20814945,0.0047085616,0.53114015,0.0031389282,0.00045203473,0.46056032,0.0031032776,0.7597773,0.0027259174,0.005066317,0.2293271,0.0014999487,0.35533133,0.0012340664,0.003827219,0.6381074,0.0008273961,0.846698,7.45006e-05,3.635606e-05,0.15236385,0.0034891535,0.84017944,0.008198002,0.0025264344,0.14560696,0.00088527007,0.8215956,0.0003752751,0.00024145846,0.17690237,0.005686968,0.77064455,0.0030390823,0.0006350782,0.2199943,0.0017330734,0.526882,0.0020959275,0.0001533284,0.46913567,0.0007003204,0.97910017,0.0017210579,0.00058138586,0.017897153,0.0012272468,0.67358404,0.0013448483,0.00070098456,0.32314292,0.0021337601,0.4340461,0.0025293673,0.0007203209,0.5605705,0.0011382874,0.5585179,0.00088972104,0.00011845581,0.43933573
8,3,odd,8.2382785e-06,0.99999166,4.0959524e-11,4.905739e-11,1.6745498e-07,5.883937e-07,0.9999994,7.6183905e-14,5.60306e-13,2.5059549e-08,9.28375e-05,0.99987745,1.5573479e-09,6.9578174e-09,2.9636733e-05,2.1826682e-07,0.99999976,4.1359507e-12,3.3010056e-11,4.7252787e-08,6.3690736e-06,0.9999937,1.7930997e-11,9.785785e-15,2.6170693e-10,0.0002862481,0.9997136,1.6163407e-12,1.9520392e-11,1.35882e-07,3.7260423e-07,0.99999964,1.302503e-11,7.837943e-12,1.3833051e-08,1.0712445e-07,0.9999999,2.546063e-13,9.547961e-13,2.0133426e-08,9.2273785e-06,0.99998343,1.7985985e-12,1.4831122e-11,7.390962e-06,3.7274316e-05,0.9999614,4.6189606e-12,2.3809009e-11,1.3215925e-06,1.2564972e-07,0.9999999,1.7206368e-14,9.609943e-15,1.2541501e-10,6.421731e-05,0.99993575,6.7887106e-11,8.1033937e-13,3.6650423e-08,1.4800018e-07,0.9999999,2.007062e-12,3.9019403e-13,4.486639e-08,7.801158e-06,0.99999213,8.84541e-12,2.5788367e-14,1.714348e-07,1.5842026e-06,0.99999845,5.864569e-11,1.2627497e-12,1.0727719e-08,2.6911712e-06,0.9999969,2.0687002e-10,9.385487e-12,4.076342e-07,6.429493e-07,0.9999994,8.6839295e-14,3.4813387e-15,2.648449e-10,1.0562767e-05,0.9999889,3.4801672e-11,1.04757175e-11,5.237396e-07,6.223379e-05,0.9999378,1.1551726e-11,4.485847e-12,4.3866555e-09,5.1159222e-05,0.99994826,8.420985e-09,6.3176215e-09,6.4198093e-07
9,0,even,0.9999995,4.3065913e-07,8.600627e-09,9.544991e-09,6.2771175e-09,1.0,1.1569254e-10,2.7559576e-12,2.2348787e-09,1.414674e-11,1.0,1.1039386e-08,9.499815e-11,1.6532568e-10,3.536667e-09,1.0,1.7580015e-09,1.7077323e-10,2.1119398e-10,1.1868735e-10,0.99973243,8.5341206e-05,2.851981e-06,2.49742e-07,0.00017911405,0.9999999,1.4595277e-07,5.961251e-11,1.4133788e-08,2.1835325e-09,1.0,1.040088e-10,5.4959505e-12,1.5881106e-12,7.6881454e-13,0.99999976,1.9075244e-09,1.2462285e-10,2.2706702e-07,3.7211897e-10,1.0,1.3343416e-09,1.4198954e-09,1.7850331e-08,4.6608445e-10,1.0,1.5961292e-10,3.882448e-12,1.8863607e-11,3.0298483e-12,0.99999666,2.8518507e-06,1.02758264e-07,1.4238057e-07,2.7668423e-07,1.0,3.3490347e-10,3.2581285e-10,1.0251096e-11,2.1231912e-11,1.0,1.69281e-08,5.583886e-11,4.8043743e-11,3.009939e-10,1.0,9.100717e-11,1.5570017e-12,6.097894e-11,2.7845547e-11,0.99999964,1.6779268e-07,2.442149e-09,2.7355938e-07,1.0410767e-09,0.99999964,3.3837884e-07,3.063819e-09,5.8615257e-10,1.9081245e-09,0.9999999,3.4946162e-09,1.975309e-08,6.269071e-08,2.2650848e-10,1.0,3.6943703e-08,2.7234887e-10,2.385159e-09,1.6139847e-08,1.0,3.4483478e-09,1.7211748e-11,9.2969014e-11,2.3957789e-12,1.0,4.8332366e-10,8.339158e-11,9.176692e-12,1.5792e-12
