idx,label,parity,t00_c0,t00_c2,t00_c4,t00_c6,t00_c8,t01_c0,t01_c2,t01_c4,t01_c6,t01_c8,t02_c0,t02_c2,t02_c4,t02_c6,t02_c8,t03_c0,t03_c2,t03_c4,t03_c6,t03_c8,t04_c0,t04_c2,t04_c4,t04_c6,t04_c8,t05_c0,t05_c2,t05_c4,t05_c6,t05_c8,t06_c0,t06_c2,t06_c4,t06_c6,t06_c8,t07_c0,t07_c2,t07_c4,t07_c6,t07_c8,t08_c0,t08_c2,t08_c4,t08_c6,t08_c8,t09_c0,t09_c2,t09_c4,t09_c6,t09_c8,t10_c0,t10_c2,t10_c4,t10_c6,t10_c8,t11_c0,t11_c2,t11_c4,t11_c6,t11_c8,t12_c0,t12_c2,t12_c4,t12_c6,t12_c8,t13_c0,t13_c2,t13_c4,t13_c6,t13_c8,t14_c0,t14_c2,t14_c4,t14_c6,t14_c8,t15_c0,t15_c2,t15_c4,t15_c6,t15_c8,t16_c0,t16_c2,t16_c4,t16_c6,t16_c8,t17_c0,t17_c2,t17_c4,t17_c6,t17_c8,t18_c0,t18_c2,t18_c4,t18_c6,t18_c8,t19_c0,t19_c2,t19_c4,t19_c6,t19_c8
0,1,odd,0.0025628847,0.38582405,0.005408808,0.002423594,0.6037807,0.005150053,0.695054,0.012917558,0.00068326696,0.28619522,0.0024063461,0.8489198,0.02307872,0.0007595815,0.12483549,0.0013490483,0.90618217,0.009483398,0.0005856376,0.08239983,0.007169548,0.33933067,0.017896516,0.00692929,0.628674,0.002169388,0.79409325,0.011118336,0.0018302711,0.19078875,0.0034624494,0.43261358,0.024314675,0.0039295736,0.53567976,0.0033741174,0.7123171,0.010430374,0.0016800817,0.2721984,0.0015298993,0.37874568,0.0042422516,0.0010941416,0.614388,0.00510214,0.74686694,0.035818353,0.0018673997,0.21034513,0.0023699065,0.84639746,0.019058278,0.001528623,0.13064568,0.004278185,0.54725736,0.015322522,0.0028499288,0.43029198,0.0027356117,0.775276,0.010767178,0.0015593694,0.20966172,0.0017714006,0.5088092,0.013683931,0.001222514,0.47451296,0.001754267,0.5798953,0.020533185,0.0012826441,0.3965346,0.005900628,0.45813864,0.020170191,0.002933524,0.512857,0.002015242,0.54181737,0.013865316,0.001359334,0.4409427,0.0026882244,0.19987936,0.008957087,0.0020787157,0.78639656,0.0013558489,0.8521899,0.009163714,0.0014480121,0.1358425,0.0030503976,0.53707224,0.022252673,0.0016669438,0.4359577
1,9,odd,0.0017476414,1.727559e-07,0.9982488,1.0544476e-07,3.382343e-06,0.000272651,3.1941357e-07,0.99972576,8.22768e-08,1.2321688e-06,0.00021583389,3.5457293e-07,0.999783,5.936436e-08,8.9038605e-07,0.00020626499,7.394615e-07,0.99979144,8.391067e-08,1.4483518e-06,0.00036534347,1.0076187e-07,0.99963415,1.4155815e-07,2.571465e-07,0.000627248,6.6872445e-07,0.9993668,1.8643377e-07,5.0471303e-06,0.00023534495,1.2149235e-07,0.9997632,3.569946e-07,9.725484e-07,0.00064105174,2.3058917e-07,0.9993563,4.4409834e-08,2.346957e-06,0.0019299022,8.1128564e-07,0.99805284,9.1473163e-07,1.5429798e-05,0.0005959446,3.2253237e-07,0.9994023,3.9200236e-07,1.0164366e-06,0.00031589522,3.0299614e-07,0.99968207,1.2415336e-07,1.6515388e-06,8.010099e-05,4.0905097e-09,0.9999199,9.248151e-09,3.447442e-08,0.0003949004,7.8963836e-08,0.99960417,6.613727e-08,7.3761584e-07,0.0007889581,2.3102135e-08,0.99920964,7.4164674e-08,1.194117e-06,0.0022028314,6.2244496e-08,0.99779546,7.591354e-07,9.737505e-07,0.0016568715,6.0396815e-08,0.9983423,4.6199844e-07,4.0388093e-07,0.00010138437,5.291797e-07,0.99989784,1.2117464e-07,6.707905e-08,0.00041569877,6.713192e-08,0.9995834,1.8774645e-07,5.6230414e-07,0.00068452506,3.8067644e-06,0.9993024,1.8000173e-06,7.5274734e-06,0.0011782418,2.902431e-06,0.9988048,4.647571e-07,1.3559041e-05
2,2,even,5.397333e-16,1.0,3.9882523e-17,3.6428907e-16,9.627584e-13,1.4508953e-15,1.0,1.5114115e-15,7.0280763e-15,3.3554958e-12,4.6905876e-17,1.0,6.732504e-17,6.037718e-17,2.0323241e-13,1.6503204e-14,1.0,2.1039246e-16,3.1440976e-15,2.047132e-12,3.936878e-15,1.0,4.067228e-15,1.8540689e-14,8.066665e-11,6.853881e-17,1.0,4.2875468e-16,2.3970995e-16,6.4053705e-13,9.455069e-16,1.0,5.5272664e-16,6.64608e-16,2.014641e-12,1.0453438e-15,1.0,1.3796295e-16,1.8772607e-16,9.462515e-13,5.5958804e-15,1.0,4.528295e-15,1.282744e-13,1.8402053e-10,5.525544e-14,1.0,4.810478e-16,4.417832e-15,1.8200287e-11,3.8476467e-15,1.0,2.82385e-15,2.1533094e-15,2.7665645e-12,3.3207508e-16,1.0,1.0006978e-16,3.58544e-17,2.482326e-13,3.4077988e-15,1.0,4.085515e-15,1.5146436e-15,4.555182e-12,6.6696994e-16,1.0,6.930815e-16,2.6612755e-15,2.7231433e-12,1.0401331e-15,1.0,8.3664123e-16,2.2068389e-15,4.564941e-12,5.4041346e-15,1.0,6.0301046e-15,1.1852988e-14,1.702144e-12,3.910113e-17,1.0,2.2384617e-17,2.5862614e-17,1.7280841e-13,5.3472495e-15,1.0,3.4435637e-16,7.5687524e-16,4.502499e-12,3.958479e-12,1.0,1.2439762e-12,6.344575e-13,1.1325317e-09,8.7247173e-16,1.0,1.7054691e-15,6.2610394e-16,5.4316924e-12
3,8,even,0.0012586683,2.5969357e-06,4.374406e-06,0.0004885167,0.99824584,0.0018124412,0.00012221628,1.9224613e-05,0.0007274225,0.9973187,0.010472793,0.00018530172,8.086027e-05,0.0042144787,0.9850465,0.000813373,0.0002460648,7.790357e-06,0.00026041604,0.99867237,0.0003707513,3.5529547e-06,7.5540484e-06,0.00032412127,0.99929404,0.0034303411,6.535233e-05,0.0005481552,0.009604668,0.98635155,0.00395201,7.717457e-05,7.2314215e-05,0.003990097,0.9919084,0.008798891,2.468917e-05,0.00020708551,0.00063432317,0.990335,0.001750423,2.9025937e-06,0.0007092199,0.0006303693,0.99690706,0.0031100991,2.8859306e-05,4.9433884e-06,0.0015113512,0.9953447,0.0007580533,7.74971e-06,1.02933545e-05,0.00022807563,0.99899584,0.001211521,8.392143e-06,6.6771913e-06,0.0012624976,0.9975109,0.0010525796,3.621194e-06,3.173082e-05,0.002205498,0.99670655,0.00068700436,8.153478e-06,4.1669673e-06,0.00064744946,0.9986532,0.0023490977,6.4814776e-05,4.9161332e-05,0.00028325626,0.9972537,0.017591963,6.466785e-05,0.00025331145,0.009713967,0.9723761,0.0040188795,4.1280535e-05,4.484373e-06,0.00026799616,0.99566734,0.0008147991,8.5608415e-05,1.502652e-06,0.0015456495,0.99755245,0.003647309,5.0056085e-05,5.441304e-05,0.0011759459,0.9950723,0.018505098,3.4474288e-05,7.6485274e-05,0.003678066,0.9777059
4,9,odd,0.00052360294,9.4555195e-05,0.99937767,7.431794e-07,3.4732689e-06,0.00027715147,3.427157e-05,0.99965024,3.2668975e-06,3.5118635e-05,0.00013149569,7.8837365e-05,0.99978584,6.0803717e-07,3.185027e-06,0.000701106,0.00014206774,0.999138,2.0552137e-07,1.8639217e-05,0.00015639447,0.0019533704,0.99786526,3.6017337e-07,2.4579218e-05,7.27203e-05,3.14726e-05,0.99989104,1.2793353e-07,4.6819696e-06,0.00013230875,0.00052465894,0.9993297,1.9770691e-06,1.13390315e-05,0.0001940087,4.4978107e-05,0.9997577,5.639491e-07,2.686164e-06,4.8047612e-05,2.4655852e-05,0.9999058,3.2079e-07,2.1133481e-05,0.00017863375,0.0001941986,0.99959654,2.5085408e-06,2.8173381e-05,0.0001203706,0.00018305027,0.9996611,1.014237e-06,3.439712e-05,0.00013356072,9.528038e-05,0.999762,9.404109e-07,8.267211e-06,0.00067481725,5.412567e-05,0.99924266,1.2574972e-06,2.7172371e-05,0.00059808063,0.00053720607,0.9988418,6.698945e-07,2.2155167e-05,0.00036715678,0.00039605048,0.9992205,9.666708e-07,1.532892e-05,0.00041301627,0.001569835,0.99795365,6.0788045e-07,6.292928e-05,0.00021630965,7.730491e-05,0.999699,1.2710004e-06,6.061904e-06,0.00013609337,2.2135377e-05,0.9998348,2.0402666e-07,6.721313e-06,0.00019196377,5.5961045e-05,0.9997452,8.4426324e-07,6.0635202e-06,0.00046874667,0.00029348067,0.99922276,2.226004e-07,1.4792128e-05
5,0,even,1.0,3.541554e-09,4.1402903e-13,5.949046e-09,9.293665e-13,1.0,8.403056e-11,1.4988504e-13,2.9163327e-09,1.2197613e-13,0.99999964,1.4745828e-09,2.8263104e-12,3.8068762e-07,1.0992012e-10,1.0,1.5190981e-09,1.563572e-13,2.6133229e-08,3.1156625e-12,1.0,2.7381015e-08,3.938142e-14,1.6035603e-09,8.8566003e-13,1.0,1.8235956e-09,3.5272304e-12,4.5146848e-08,8.647713e-12,1.0,3.2550183e-09,3.498117e-13,5.6250897e-09,6.0215944e-13,1.0,1.4358548e-09,5.3396827e-13,1.1717384e-09,9.375779e-13,1.0,4.842954e-10,3.4676678e-12,5.120416e-08,1.0097539e-11,0.99999976,9.778202e-10,4.0617816e-13,1.9722506e-07,1.7607311e-11,1.0,3.090252e-10,5.990763e-14,6.733285e-10,8.1092285e-14,0.99999285,2.185672e-08,1.2032461e-11,7.108638e-06,4.174393e-11,1.0,3.1992695e-10,1.8217565e-13,5.645286e-09,1.2559179e-12,1.0,8.520761e-11,1.4630707e-14,8.584795e-10,1.8975236e-13,1.0,2.5522326e-10,4.1931077e-13,2.7242122e-09,6.0999206e-14,1.0,9.075176e-09,6.8797663e-12,5.660866e-09,5.429732e-13,1.0,6.1634995e-09,8.061545e-14,3.8132233e-10,1.0030542e-12,1.0,1.6652235e-09,3.4927971e-13,9.131659e-09,3.36441e-12,1.0,8.561244e-11,4.7804998e-14,1.4819205e-08,1.1470826e-12,1.0,1.4192537e-09,8.6170385e-12,2.3851772e-09,4.5034327e-13
6,0,even,1.0,2.5604168e-08,2.59193e-10,6.097633e-09,1.0760189e-09,0.9999999,9.709837e-08,1.1142011e-10,8.37984e-09,3.953346e-09,1.0,8.170093e-09,2.4192863e-11,6.1057065e-10,8.156228e-11,1.0,3.9399097e-09,5.9204586e-11,1.7775271e-09,8.9474976e-11,1.0,2.5893518e-09,5.280688e-12,3.5842493e-10,6.115712e-12,1.0,5.6257687e-08,1.3363358e-09,1.542515e-08,5.5966093e-10,1.0,8.734789e-09,1.332881e-10,1.5905988e-09,3.8408665e-10,0.99999917,8.633644e-07,9.103253e-09,2.9728762e-08,3.1807172e-09,1.0,7.516529e-09,4.269164e-11,1.4345236e-10,2.6447592e-11,0.9999999,6.34361e-08,1.2393787e-09,3.865697e-08,9.942555e-10,1.0,4.9590803e-09,9.972678e-10,5.852739e-09,1.0980219e-10,1.0,7.605479e-09,2.53311e-10,1.3559905e-09,1.0134166e-10,1.0,4.3090824e-09,2.9684772e-11,1.9076511e-10,3.8362372e-11,1.0,5.4258815e-09,5.0429594e-10,1.0858891e-08,2.467959e-10,1.0,1.6532483e-09,1.0236851e-11,2.5996735e-10,1.0674121e-11,1.0,2.3456659e-08,1.1327499e-09,1.6795971e-09,6.598692e-11,1.0,5.2382823e-09,6.806482e-11,3.409472e-10,2.814623e-11,1.0,2.5259226e-09,6.339424e-12,1.9476523e-10,3.6367612e-12,1.0,4.3662283e-08,1.34155e-10,5.5396767e-09,1.0317165e-10,1.0,1.5684206e-08,5.441923e-10,3.2927465e-09,1.9442449e-10
7,1,odd,0.0014930933,0.64190054,0.0053726323,0.002304453,0.34892935,0.0012937008,0.5029823,0.0023924042,0.0003374103,0.49299416,0.0031230014,0.6368147,0.0053498135,0.000971957,0.35374048,0.0020810263,0.42818245,0.0059636673,0.0022468548,0.561526,0.0018742663,0.69172794,0.002958252,0.0006576727,0.30278182,0.005286354,0.6942628,0.0065273335,0.0010683155,0.29285523,0.00039297531,0.7535232,0.0010889068,0.00040522372,0.24458976,0.0015798203,0.5133338,0.0034325568,0.0011863336,0.48046753,0.0031585207,0.5198024,0.005731007,0.0030317719,0.46827638,0.00087788916,0.673617,0.0084259035,0.0009682444,0.316111,0.0011947819,0.5025847,0.007926419,0.00066999975,0.48762414,0.000980829,0.09517057,0.000644578,0.00077931135,0.9024247,0.0025530315,0.5072238,0.006170544,0.00067260116,0.48338005,0.0009467982,0.33356783,0.0009609994,0.0005190184,0.66400534,0.0007650493,0.68801343,0.0018906074,0.0002774028,0.30905357,0.0025402745,0.65767664,0.0052447054,0.0014774916,0.33306083,0.0014626068,0.7347022,0.0025419628,0.00023503427,0.26105812,0.00070290704,0.80883163,0.0013337954,0.00040910055,0.18872261,0.0009595183,0.7979133,0.0025635909,0.0006492426,0.19791424,0.0029416718,0.652728,0.0045643654,0.0011421555,0.3386238
8,3,odd,5.917363e-08,1.0,1.5330305e-14,2.4718183e-13,3.2147423e-08,5.397304e-08,1.0,6.9469084e-16,1.0550753e-14,5.6784937e-09,7.212409e-08,0.9999999,6.251905e-14,3.5150634e-14,1.883716e-09,9.81298e-07,0.99999905,2.7820332e-13,5.0922705e-13,1.4847001e-08,9.233373e-07,0.9999982,1.6804984e-12,1.0742478e-12,8.1175926e-07,1.5575876e-06,0.99999833,3.1461487e-12,1.8395032e-11,1.3666522e-07,1.8529642e-08,1.0,1.0580655e-15,6.6453983e-15,1.823321e-09,6.507851e-07,0.9999994,1.0799433e-13,1.8152622e-13,6.1601226e-09,3.7731245e-06,0.99999607,9.234699e-13,9.4793565e-12,7.504727e-08,9.688378e-08,0.9999999,7.205315e-15,7.876692e-14,9.349225e-09,4.273323e-06,0.9999956,3.9995784e-13,6.109622e-12,1.650618e-07,6.73202e-08,0.9999999,1.0919565e-14,8.528146e-14,1.7680366e-08,4.355353e-06,0.99999523,2.6632828e-12,8.896862e-11,3.4691814e-07,4.5957453e-08,1.0,3.9122787e-16,1.6176526e-15,1.6222924e-09,1.3830211e-07,0.99999976,1.8125287e-14,6.006425e-14,7.110592e-08,9.577806e-08,0.9999999,1.5979138e-14,9.752981e-14,2.802996e-08,3.392183e-06,0.9999964,7.963408e-13,3.4054676e-11,2.1698264e-07,2.8214827e-06,0.999997,1.818231e-13,2.9234484e-12,1.2660502e-07,1.1888122e-07,0.9999999,1.2397307e-13,2.0144551e-13,3.2806098e-09,8.117673e-07,0.99999857,3.1753747e-13,4.0820472e-13,5.8310144e-07
9,0,even,1.0,1.814323e-08,3.3291851e-09,5.128602e-10,2.9038e-09,1.0,2.3408031e-08,8.562429e-09,7.775831e-10,9.524063e-09,0.9999999,8.236563e-08,3.775327e-08,3.582077e-09,7.0954425e-09,1.0,9.66582e-09,4.6152966e-09,4.9844634e-10,8.540161e-10,1.0,1.02775415e-08,2.8508416e-09,3.9361522e-10,2.3623659e-10,1.0,2.0805484e-08,8.478895e-09,1.0987663e-09,3.9267136e-09,0.9999994,6.3576306e-07,1.6351876e-08,3.961927e-09,8.278717e-09,1.0,3.0566888e-08,9.560897e-10,2.5647592e-10,1.030653e-09,1.0,1.0421324e-08,1.0582993e-08,8.459587e-10,3.463482e-09,1.0,2.0687995e-08,4.200022e-10,3.3478706e-11,2.969923e-10,0.9999999,6.5600126e-08,4.581992e-09,1.0970349e-08,1.21353345e-08,1.0,1.260098e-08,2.0013301e-10,1.7992202e-10,4.5288592e-10,0.9999994,6.431033e-07,9.516862e-10,2.8150158e-09,8.5735974e-10,0.9999995,5.2706616e-07,1.1635915e-08,3.3511371e-09,1.9886391e-10,0.99999964,3.9630615e-07,2.4837983e-09,9.1031305e-10,2.8334932e-09,1.0,3.311347e-08,7.1796027e-09,5.0910204e-10,1.3706564e-09,0.9999999,7.092889e-08,4.6222184e-10,3.1933925e-10,6.8585343e-10,1.0,1.5405215e-08,2.810558e-10,1.4880163e-11,5.145199e-10,1.0,5.4979923e-09,2.2282856e-09,8.414833e-10,2.9850362e-09,1.0,4.3080327e-08,2.0154808e-10,9.392976e-10,7.985675e-09
